celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_score,week1_score_std,week2_avg_score,week2_score_std,week3_avg_score,week3_score_std,week4_avg_score,week4_score_std,week5_avg_score,week5_score_std,week6_avg_score,week6_score_std,week7_avg_score,week7_score_std,week8_avg_score,week8_score_std,week9_avg_score,week9_score_std,week10_avg_score,week10_score_std,week11_avg_score,week11_score_std,weeks_survived,season_avg_score,season_score_std,season_max_score,season_min_score,early_avg_score,late_avg_score,score_improvement,is_Actor_Actress,is_Athlete,is_TV_Personality,is_Singer_Rapper,is_Model,is_Comedian,is_Social_Media_Personality,is_Radio_Personality,age_group,is_international,week1_participated,week2_participated,week3_participated,week4_participated,week5_participated,week6_participated,week7_participated,week8_participated,week9_participated,week10_participated,week11_participated,total_weeks_participated,consecutive_weeks
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,6.0,1.0,7.166666666666667,0.5773502691896258,7.0,0.0,7.0,0.0,8.0,0.0,6.333333333333333,0.5773502691896258,9.0,0.0,,,,,,,,,7.0,7.214285714285714,1.0124881604899265,9.0,6.0,6.722222222222222,,,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,6.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,9.0,0.0,9.666666666666666,0.5773502691896257,9.0,1.0,10.0,0.0,9.666666666666666,0.5773502691896257,9.166666666666666,0.2886751345948129,10.0,0.0,,,,,11.0,9.092592592592592,1.0243938285880985,10.0,6.666666666666667,8.11111111111111,10.0,1.8888888888888893,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.166666666666667,0.28867513459481287,,,,,,,,,,,,,,,,,,,2.0,6.083333333333334,0.11785113019775813,6.166666666666667,6.0,6.083333333333334,,,0,1,0,0,0,0,0,0,35-50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,0.28867513459481287,7.666666666666667,0.28867513459481287,8.0,0.0,8.666666666666666,0.5773502691896257,8.333333333333334,0.5773502691896257,8.0,0.0,,,,,,,,,,,6.0,7.888888888888889,0.6885303726590961,8.666666666666666,6.666666666666667,7.4444444444444455,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,0,0,0,0,0,6,6
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,,,,,,,,,,,,,,,,,7.666666666666667,0.5773502691896258,7.833333333333333,0.28867513459481287,8.666666666666666,0.5773502691896257,7.333333333333333,0.5773502691896258,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,8.833333333333334,0.2886751345948129,,,,,,,,,7.0,8.238095238095237,0.6074928962939559,8.833333333333334,7.333333333333333,8.055555555555555,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.833333333333333,0.28867513459481287,,,,,,,,,,,,,,,,,,,,,1.0,5.833333333333333,,5.833333333333333,5.833333333333333,5.833333333333333,,,0,0,0,0,0,1,0,0,25-35,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,6.666666666666667,0.5773502691896258,6.5,0.5,7.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.0,0.0,7.333333333333333,0.5773502691896258,8.833333333333334,0.2886751345948129,7.5,0.0,9.0,0.0,,,,,11.0,7.462962962962964,0.9158245289908077,9.0,6.5,6.9444444444444455,9.0,2.0555555555555545,0,0,0,0,0,0,0,1,35-50,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,9.0,0.0,8.666666666666666,0.5773502691896257,,,,,,,,,,,,,,,4.0,8.5,0.5773502691896255,9.0,7.666666666666667,8.444444444444445,,,0,0,0,1,0,0,0,0,<25,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,7.333333333333333,0.28867513459481287,8.166666666666666,0.2886751345948129,8.666666666666666,0.5773502691896257,8.333333333333334,0.5773502691896257,9.666666666666666,0.5773502691896257,9.0,0.0,9.166666666666666,0.2886751345948129,9.666666666666666,0.2886751345948129,9.5,0.0,,,,,,8.833333333333334,0.7861650943380503,9.666666666666666,7.333333333333333,8.055555555555555,9.5,1.4444444444444446,0,0,0,0,0,0,1,0,<25,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,,,,,,,,,,,,,4.666666666666667,0.5773502691896258,5.833333333333333,0.28867513459481287,6.0,0.0,5.0,0.0,5.666666666666667,0.5773502691896258,7.333333333333333,0.5773502691896258,7.833333333333333,0.28867513459481287,7.666666666666667,0.28867513459481287,,,,,,,8.0,6.25,1.2149857925879117,7.833333333333333,4.666666666666667,5.5,,,0,0,1,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,0,0,0,8,8
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,,,,,,,,,,,,,5.0,0.0,7.0,0.0,8.0,0.0,6.5,0.5773502691896257,8.0,0.0,9.0,0.0,8.0,0.0,8.6666,0.0,,,,,,,8.0,7.520825,1.3015093498923254,9.0,5.0,6.666666666666667,,,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,1,1,1,1,0,0,0,8,8
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,,,,,7.0,0.0,6.666666666666667,0.5773502691896258,7.666666666666667,0.5773502691896258,7.0,0.0,8.666666666666666,0.5773502691896257,9.0,0.0,9.0,0.0,10.6666,0.0,9.0,0.408248290463863,8.5,0.0,,,10.0,8.31666,1.2333942929679569,10.6666,6.666666666666667,7.111111111111112,8.75,1.6388888888888884,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,5.333333333333333,0.5773502691896258,6.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,8.0,0.0,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,8.5,0.0,9.999933333333333,0.5773502691896258,9.25,0.28867513459481287,9.5,0.0,9.833333333333334,0.2886751345948129,11.0,8.28029696969697,1.4871001883198758,9.999933333333333,5.333333333333333,6.222222222222222,9.527777777777779,3.3055555555555562,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,5.0,5.0,,,0,1,0,0,0,0,0,0,35-50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,1.1547005383792515,4.0,0.0,4.0,0.0,5.0,1.4142135623730951,,,,,,,,,,,,,,,4.0,4.166666666666666,0.5773502691896257,5.0,3.6666666666666665,3.888888888888889,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,7.666666666666667,0.5773502691896258,7.75,0.5,8.0,0.0,9.0,0.0,,,,,,,,,,,6.0,7.402777777777779,1.186049308824453,9.0,6.0,6.555555555555556,,,0,0,0,0,1,0,0,0,<25,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,,,,,,,,,4.0,0.0,5.333333333333333,0.5773502691896258,5.0,0.0,5.25,0.5,6.333333333333333,0.5773502691896258,7.0,0.0,7.0,0.0,6.666666666666667,0.5773502691896258,6.25,0.28867513459481287,,,,,9.0,5.87037037037037,1.029184472780437,7.0,4.0,4.777777777777778,6.25,1.4722222222222223,0,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,0.5773502691896258,5.0,0.0,,,,,,,,,,,,,,,,,,,2.0,5.333333333333334,0.4714045207910319,5.666666666666667,5.0,5.333333333333334,,,0,0,0,1,0,0,0,0,>50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,6.333333333333333,0.5773502691896258,6.333333333333333,0.5773502691896258,6.666666666666667,0.5773502691896258,8.0,0.0,7.666666666666667,0.5773502691896258,8.666666666666666,0.5773502691896257,9.0,0.0,8.0,0.0,8.75,0.28867513459481287,9.0,0.0,9.5,0.0,,7.992424242424241,1.12697637844622,9.5,6.333333333333333,6.444444444444444,9.083333333333334,2.63888888888889,0,0,0,1,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,5.333333333333333,0.5773502691896258,6.666666666666667,0.5773502691896258,8.0,0.0,8.0,0.0,9.0,0.0,8.333333333333334,0.5773502691896257,9.0,0.0,10.0,0.0,10.0,0.0,9.833333333333334,0.2886751345948129,10.0,0.0,11.0,8.56060606060606,1.5134080878613148,10.0,5.333333333333333,6.666666666666667,9.944444444444445,3.2777777777777777,0,0,0,1,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,,,,,,,,,,,,,,,,,5.666666666666667,0.5773502691896258,6.333333333333333,1.1547005383792517,5.333333333333333,0.5773502691896258,7.0,0.0,7.0,0.0,8.333333333333334,0.5773502691896257,8.166666666666666,0.2886751345948129,,,,,,,,,7.0,6.833333333333333,1.1506841765115545,8.333333333333334,5.333333333333333,5.777777777777778,,,0,0,1,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,6.666666666666667,0.5773502691896258,8.0,0.0,7.0,0.0,8.0,0.0,8.333333333333334,1.1547005383792517,8.0,0.0,8.666666666666666,0.2886751345948129,10.333266666666667,0.5773502691896257,8.875,0.25,9.0,0.0,9.666666666666666,0.2886751345948129,11.0,8.412872727272728,1.0698488991772188,10.333266666666667,6.666666666666667,7.222222222222222,9.180555555555555,1.958333333333333,0,0,1,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,5.0,0.0,7.0,0.0,,,,,,,,,,,,,,,4.0,6.0,0.816496580927726,7.0,5.0,5.666666666666667,,,1,0,0,0,0,0,0,0,>50,0,1,1,1,1,0,0,0,0,0,0,0,4,4
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.666666666666667,0.5773502691896258,6.666666666666667,0.5773502691896258,7.0,0.0,6.333333333333333,0.5773502691896258,,,,,,,,,,,,,5.0,6.533333333333334,0.38005847503304613,7.0,6.0,6.4444444444444455,,,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,0,0,0,0,0,0,5,5
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,4.333333333333333,0.5773502691896258,6.0,0.0,7.333333333333333,0.5773502691896258,7.333333333333333,0.5773502691896258,6.333333333333333,0.5773502691896258,8.0,0.0,8.666666666666666,0.5773502691896257,9.0,0.0,,,,,,,8.0,7.125,1.5320646925708528,9.0,4.333333333333333,5.888888888888888,,,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,0,0,0,8,8
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,,,,,7.0,0.0,5.0,0.0,6.0,0.0,9.333333333333334,0.5773502691896257,8.0,0.0,6.0,0.0,9.0,0.0,8.999933333333333,0.5773502691896258,9.6666,0.0,9.5,0.0,,,10.0,7.849986666666666,1.7185316732319003,9.6666,5.0,6.0,9.583300000000001,3.5833000000000013,1,0,0,0,0,0,0,0,<25,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,7.0,0.0,7.0,0.0,6.333333333333333,0.5773502691896258,8.0,0.0,8.0,0.0,9.0,0.0,8.666666666666666,0.5773502691896257,9.6666,0.0,8.6666,0.0,9.666666666666666,0.2886751345948129,10.0,0.0,,8.363624242424244,1.215214492735145,10.0,6.333333333333333,6.777777777777778,9.444422222222222,2.6666444444444446,1,0,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,2.0,4.5,0.7071067811865476,5.0,4.0,4.5,,,0,1,0,0,0,0,0,0,>50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,0.5773502691896258,6.0,0.0,7.333333333333333,0.5773502691896258,7.333333333333333,0.5773502691896258,7.0,0.0,7.0,0.0,,,,,,,,,,,6.0,6.722222222222222,0.7123253522144267,7.333333333333333,5.666666666666667,6.333333333333333,,,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,0,0,0,0,0,6,6
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,,,,,6.0,0.0,6.0,0.0,8.0,0.0,8.0,0.0,9.666666666666666,0.5773502691896257,7.333333333333333,0.5773502691896258,9.0,0.0,10.0,0.0,10.0,0.0,9.5,0.0,,,10.0,8.35,1.5364903088323734,10.0,6.0,6.666666666666667,9.75,3.083333333333333,0,1,0,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,0,10,10
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,6.666666666666667,0.5773502691896258,7.0,0.0,8.0,0.0,8.0,0.0,8.666666666666666,0.5773502691896257,8.666666666666666,0.5773502691896257,10.0,0.0,10.0,0.0,9.6666,0.0,10.0,0.0,10.0,0.0,11.0,8.787872727272728,1.249641726595461,10.0,6.666666666666667,7.222222222222222,9.888866666666667,2.6666444444444446,0,0,0,0,0,0,0,0,25-35,0,1,1,1,1,1,1,1,1,1,1,1,11,11
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,,,,,,,,,6.0,0.0,6.333333333333333,0.5773502691896258,7.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,8.666666666666666,0.5773502691896257,9.0,0.0,8.333266666666667,0.5773502691896263,,,,,9.0,7.814807407407408,1.1194095668126143,9.0,6.0,6.444444444444444,8.333266666666667,1.888822222222223,0,0,0,1,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,0,0,9,9
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,5.333333333333333,0.5773502691896258,6.0,0.0,6.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,8.0,0.0,8.0,0.0,9.333333333333334,0.2886751345948129,9.5,0.0,11.0,7.6515151515151505,1.4072324009569388,9.5,5.333333333333333,5.777777777777778,8.944444444444445,3.166666666666667,0,0,0,1,0,0,0,0,35-50,0,1,1,1,1,1,1,1,1,1,1,1,11,11
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,International,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,6.666666666666667,0.5773502691896258,7.333333333333333,0.5773502691896258,7.666666666666667,0.5773502691896258,8.333333333333334,0.5773502691896257,9.0,0.0,9.0,0.0,8.0,1.0,9.333333333333334,0.5773502691896257,10.0,0.0,10.0,0.0,10.0,0.0,11.0,8.666666666666668,1.1547005383792517,10.0,6.666666666666667,7.222222222222222,10.0,2.7777777777777777,0,0,1,0,0,0,0,0,25-35,1,1,1,1,1,1,1,1,1,1,1,1,11,11
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,0.5773502691896258,5.333333333333333,0.5773502691896258,4.0,1.0,,,,,,,,,,,,,,,,,3.0,4.333333333333333,0.8819171036881968,5.333333333333333,3.6666666666666665,4.333333333333333,,,0,0,1,0,0,0,0,0,>50,0,1,1,1,0,0,0,0,0,0,0,0,3,3
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,6.333333333333333,0.5773502691896258,5.333333333333333,0.5773502691896258,7.0,0.0,8.0,0.0,8.666666666666666,0.5773502691896257,9.0,0.0,7.333333333333333,0.5773502691896258,,,,,,,,,7.0,7.38095238095238,1.2971274735120224,9.0,5.333333333333333,6.222222222222221,,,0,0,1,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,7.333333333333333,0.5773502691896258,7.0,0.0,8.0,0.0,8.333333333333334,0.5773502691896257,8.333333333333334,0.5773502691896257,,,,,,,,,,7.285714285714286,1.0079052613579396,8.333333333333334,6.0,6.444444444444444,,,0,0,1,0,0,0,0,0,35-50,0,1,1,1,1,1,1,1,0,0,0,0,7,7
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.5,3.75,0.5,,,,,,,,,,,,,,,,,,,2.0,3.5,0.3535533905932738,3.75,3.25,3.5,,,1,0,0,0,0,0,0,0,>50,0,1,1,0,0,0,0,0,0,0,0,0,2,2
